cast,revenue,castPower
Mohamed_Kafi,624817.26,624817.26
Kadhum_Sabur,717179.48,717179.48
Hillal_Boubker,730125.75,730125.75
Soumaya_Akaaboune,762534.37,762534.37
Thamou_El_Metouani,776496.38,776496.38
Salah_Eddine_Elamari,810717.87,810717.87
Naji_El_Jouhary,883373.83,883373.83
Aroun_Benchkaroun,896655.34,896655.34
Hajar_Machroune,916205.41,916205.41
Scott_Berendes,934654.37,934654.37
Abdelkrim_Assad,958944.87,958944.87
Michael_Diaz,998995.83,998995.83
Tyler_Christen,1008438.27,1008438.27
Adam_Mackey,1055843.44,1055843.44
Ben_Holland,1237636.91,1237636.91
Jeffrey_John_Carisalez,1268693.06,1268693.06
Jonathan_Stone,1270648.87,1270648.87
James_Hodges,1280714.32,1280714.32
Larry_Lewis,1301408.68,1301408.68
William_Oakes,1315350.43,1315350.43
Ziad_Adwan,1326443.45,1326443.45
Ian_Bendel,1331085.56,1331085.56
Venie_Joshua,1393227.76,1393227.76
Miguel_Berroa,1468600.09,1468600.09
Peter_Shayhorn,1489311.28,1489311.28
Miguel_Palaugalarza,1523350.3,1523350.3
Christopher_Lilly,1571280.27,1571280.27
Sabir_Ed-Dayab,1654478.87,1654478.87
Omar_Berdouni,1721437.12 18352713.52,10037075.32
Alex_Moore,1955744.77 352213.65,1153979.21
Alistair_Bailey,1990628.35,1990628.35
Eric_Loren,2009644.81 1018482.58,1514063.7
Paul_Cloutier,2269576.99,2269576.99
Wallace_Bagwell,2290151.43,2290151.43
William_Meredith,2477986.2,2477986.2
Tommy_Campbell,2990107.77 5529292.16,4259699.96
James_Wills,3357280.74,3357280.74
Jered_Bezemek,3483169.41,3483169.41
Johnny_Nilsson,3518883.49,3518883.49
Salman_Hassan,3674186.79,3674186.79
Ammar_Khdir,4546791.9,4546791.9
Youssif_Falah-Jassem,5921031.24,5921031.24
Latif_Al_Anzi,7856367.09,7856367.09
Richard_Attenborough,831422.07 5231241.69 238824.78 7891.77,1577345.08
Fanny_Ardant,1374173.65,1374173.65
James_Frain,2794800.67 10201329.13,6498064.9
Lily_Allen,24703390.39,24703390.39
Eric_Allan_Kramer,1528.79 403983.58,202756.18
Kristoffer_Polaha,17650.03,17650.03
Mark_Moses,25483.47 9067747.69,4546615.58
Laura_Regan,30424.18,30424.18
Greg_Germann,41489.22 854405.23 1924298.29 6822928.96 157577.6,1960139.86
Tony_Denison,64063.04,64063.04
Ned_Vaughn,77923.67,77923.67
Jeff_Yagher,86673.33,86673.33
Ruth_Gordon,10.16 156051.59,78030.88
Walter_Barnes,24.13 28604.85,14314.49
Lena_Dunham,1773.14 345026.51 323177.55,223325.73
Laurie_Simmons,2787.41,2787.41
Grace_Dunham,2937.23,2937.23
Rachel_Howe,4792.01,4792.01
Alex_Karpovsky,8849.39,8849.39
Jemima_Kirke,11537.48,11537.48
Garland_Hunter,14115.92,14115.92
Isen_Ritchie,15136.46,15136.46
Sarah_Sophie_Flicker,15195.07,15195.07
David_Call,15896.72,15896.72
Jody_Lee_Lipes,22189.47,22189.47
Charlotte_Istel,24256.87,24256.87
Isabel_Halley,29907.97,29907.97
Kyle_Martin,32275.06,32275.06
Anna_Bak-Kvapil,35233.84,35233.84
Nick_Bentgen,37778.64,37778.64
Lance_Edmands,41908.83,41908.83
Alex_Ross_Perry,42259.67,42259.67
Alice_Wang,43857.78,43857.78
Li_Bingbing,1268589.5 1656752.84 2554.74,975965.69
Carina_Lau,16148308.52 62118.06,8105213.29
Jean-Michel_Casanova,17587981.89,17587981.89
Emma_Rigby,511848.21 2083225.19,1297536.7
Barbara_Durkin,878153.36,878153.36
Donna_Air,922048.31,922048.31
Giannina_Facio,980521.55 27785504.31,14383012.93
Sam_Spruell,1246157.35 13959977.07 461262.35,5222465.59
Alex_Hafner,2689772.98,2689772.98
Dar_Dash,3162276.19,3162276.19
Paris_Jefferson,3259580.39,3259580.39
Christopher_Obi,3279524.78,3279524.78
Velibor_Topic,3319711.36 1819474.73 579368.18 16437716.0 2429685.11,4917191.08
Gerard_Monaco,3714043.29,3714043.29
Fernando_Cayo,4025309.3,4025309.3
Carlos_Julio_Molina,4601752.89,4601752.89
Rubén_Blades,6771429.67 152685.93 15373349.25,7432488.28
Julien_Vialon,6833486.73,6833486.73
Keerthi_Suresh,230148.86,230148.86
Jagapati_Babu,272832.38,272832.38
Sathish,285714.06,285714.06
Aparna_Vinod,318309.83,318309.83
Papri_Gosh,478951.26,478951.26
Rajendran,499661.59,499661.59
Daniel_Balaji,531931.14,531931.14
Mime_Gopi,533556.4,533556.4
Harish_Uthaman,557238.08,557238.08
Sriman,897422.56,897422.56
Thambi_Ramaiah,913799.78,913799.78
Sija_Rose,952365.68,952365.68
G._Marimuthu,1412006.29,1412006.29
Vijayaraghavan,1425653.9,1425653.9
Malavika_Avinash,1494283.44,1494283.44
Sugunthan,1523663.42 6982284.97,4252974.2
Seema_G_Nair,2238872.53,2238872.53
Jon_Bon_Jovi,5026213.38 1519469.42,3272841.4
Jake_Weber,7745249.11 11850643.97,9797946.54
Will_Estes,24956851.04 7235.54,12482043.29
Kirstie_Alley,375938.58 21557935.05 27420.54 239137.89,5550108.02
Ken_Olandt,609245.27,609245.27
Robin_Thomas,892481.34 1286403.57,1089442.46
Gary_Riley,1390291.27 4826385.54 10735712.57,5650796.46
Richard_Steven_Horvitz,2438425.32 2431587.37,2435006.34
Fabiana_Udenio,3570109.93,3570109.93
Andrea_Howard,9943073.31,9943073.31
Isaac_Hayes,1302159.69 1124599.1 696966.26,1041241.68
Frank_Doubleday,3082778.99,3082778.99
John_Strobel,3460597.97,3460597.97
Season_Hubley,3524087.78,3524087.78
Charles_Cyphers,4496364.87 1321408.67,2908886.77
"John_Cothran,_Jr.",8006071.94 414245.24,4210158.59
María_Valverde,2395.49,2395.49
Letizia_Ciampa,17399.05,17399.05
Primo_Reggiani,78687.47,78687.47
Fabrizia_Sacchi,83949.09,83949.09
Elio_Germano,305222.93,305222.93
Alba_Rohrwacher,310896.39,310896.39
Nilo_Zimmerman,338392.09,338392.09
Carlo_Antonelli,375224.59,375224.59
Pier_Giorgio_Bellocchio,470478.31,470478.31
Marcello_Mazzarella,478447.81,478447.81
Davide_Pasti,546994.48,546994.48
Francesca_Madaro,673878.08,673878.08
Esmeralda_Prete,719112.38,719112.38
Lance_Guest,93951.79 31061.83,62506.81
Karen_Young,257397.92 24492.94 493893.03,258594.63
Judith_Barsi,309938.72,309938.72
Lynn_Whitfield,380850.72 122723.28,251787.0
Mitchell_Anderson,389680.53,389680.53
Cedric_Scott,772834.81,772834.81
Charles_Bowleg,817415.43,817415.43
Mary_Smith,920368.82,920368.82
Edna_Billotto,993300.16,993300.16
Melvin_Van_Peebles,1168183.96,1168183.96
Cyprian_R._Dube,1258119.24,1258119.24
Moby_Griffin,1423113.99,1423113.99
Diane_Hetfield,1532119.0,1532119.0
Daniel_J._Manning,1557791.1,1557791.1
William_E._Marks,1854784.62,1854784.62
James_Martin_Jr.,2109417.94,2109417.94
David_Wilson,2129557.34,2129557.34
Romeo_Farrington,3628604.04,3628604.04
Anthony_Delaney,3865586.0,3865586.0
Heather_Thompson,4217592.13,4217592.13
Levant_Carey,5077952.89,5077952.89
Darlene_Davis,6136815.59,6136815.59
Jerry_Orbach,487027.57 271078.43,379053.0
Cynthia_Rhodes,694000.96,694000.96
Jane_Brucker,1118384.38,1118384.38
Kelly_Bishop,1124143.0,1124143.0
Lonny_Price,1392153.84,1392153.84
Max_Cantor,2116212.57,2116212.57
Charles_'Honi'_Coles,3227804.6 920713.17,2074258.89
Neal_Jones,3349450.77,3349450.77
Cousin_Brucie_Morrow,3940614.89,3940614.89
Alvin_Myerovich,4800921.34,4800921.34
Miranda_Garrison,7198766.06,7198766.06
Thomas_Cannold,9789827.26,9789827.26
Heather_Lea_Gerdes,11946895.02,11946895.02
Jesus_Fuentes,12031120.52,12031120.52
M.R._Fletcher,13420034.88,13420034.88
Karen_Getz,14966640.43,14966640.43
Andrew_Charles_Koch,17091492.1,17091492.1
D.A._Pauley,22581563.53,22581563.53
Jennifer_Stahl,27874412.92,27874412.92
Dorian_Sanchez,28091283.4,28091283.4
Alan_Ford,202179.84 430892.58 1187043.36,606705.26
Mike_Reid,220583.61,220583.61
Robbie_Gee,270118.2,270118.2
William_Beck,368985.87,368985.87
Andy_Beckwith,418723.48 56712241.83,28565482.65
Jason_Buckham,423220.6,423220.6
Mickey_Cantwell,446296.97,446296.97
Nicola_Collins,536583.43,536583.43
Teena_Collins,570393.29,570393.29
James_Cunningham,802470.05,802470.05
Sorcha_Cusack,836467.56,836467.56
Mickey_Dee,896964.63,896964.63
Adam_Fogerty,926032.51,926032.51
Goldie,936005.57,936005.57
Sid_Hoare,1053133.81 123.07,526628.44
Ronald_Isaac,1065325.45,1065325.45
Chuck_Julian,1097193.11,1097193.11
Eric_Meyers,1258706.76,1258706.76
Jason_Ninh_Cao,1271508.85,1271508.85
Paul_O'Boyle,1410945.01,1410945.01
Jimmy_Roussounis,1431896.04,1431896.04
Sidney_Sedin,1441355.53,1441355.53
Yuri_Stepanov,1535353.43 1808357.38 22222.43,1121977.75
Peter_Szakacs,1688856.89,1688856.89
John_Taheny,1718742.03,1718742.03
Mick_Theo,1790624.65,1790624.65
Andy_Till,1816746.55,1816746.55
Scott_Welch,1867090.62,1867090.62
Michael_Hughes,1945878.06,1945878.06
James_Warren,2181877.74,2181877.74
Austin_Drage,2200275.21,2200275.21
Liam_Donaghy,2200814.48,2200814.48
Joe_Williams,2475919.17 2114283.29,2295101.23
John_Farnell,3331725.61,3331725.61
Shaun_Pearson,3358107.82,3358107.82
Dean_Smith,3449714.8 221669.18 2566902.5,2079428.83
Roy_Snell,3459427.17,3459427.17
Tim_Faraday,4412997.35,4412997.35
Andrew_Shield,4440775.72,4440775.72
Elwin_'Chopper'_David,4656331.26 227914.17,2442122.71
Guy_Ritchie,5795077.58,5795077.58
Mircea_Monroe,1004265.19,1004265.19
TJ_Hassan,1994121.39,1994121.39
Gregory_Itzin,2259199.21 303599.36,1281399.28
Ned_Schmidtke,2850849.76 172002.32 898973.19,1307275.09
Sydney_Rouviere,3791429.68,3791429.68
Dax_Griffin,4863208.93,4863208.93
Andrea_Moore,4913118.46,4913118.46
Matthew_Cornwell,5791847.64,5791847.64
Taaffe_O'Connell,5911344.05,5911344.05
Bailey_Anne_Borders,6038372.28,6038372.28
Clay_Chamberlin,11259307.83,11259307.83
Alexander_Scheer,2459.1,2459.1
Fadi_Abi_Samra,2718.88,2718.88
Nora_von_Waldstätten,4166.77 8902.85,6534.81
Talal_El-Jordi,4673.54,4673.54
Ahmad_Kaabour,11562.77,11562.77
Christoph_Bach,11713.74,11713.74
Rodney_El_Haddad,16231.5,16231.5
Julia_Hummer,21774.87,21774.87
Antoine_Balabane,23438.79,23438.79
Rami_Farah,26202.73,26202.73
Aljoscha_Stadelmann,27154.84 168341.9,97748.37
Zeid_Hamdan,38863.94,38863.94
Fadi_Yanni_Turk,38952.44,38952.44
Badih_Abou_Chakra,54966.74,54966.74
Basim_Kahar,62859.63,62859.63
Alejandro_Arroyo,63625.96,63625.96
Cem_Sultan_Ungan,64486.4,64486.4
Susanne_Wuest,66486.04,66486.04
Udo_Samel,89806.79,89806.79
Stephen_J._Lang,354393.12,354393.12
Oni_Faida_Lampley,357980.46,357980.46
Leo_Burmester,402987.31 882730.32,642858.81
Eleese_Lester,435558.94,435558.94
Jeff_Monahan,576531.28,576531.28
Eddie_Robinson,678434.33,678434.33
Chandra_Wilson,1041761.18,1041761.18
Gordon_Tootoosis,1525063.18 2402522.8 51873956.07,18600514.02
Vanessa_Martinez,1594532.18 386316.56,990424.37
Jerry_Seinfeld,858.06 686316.62,343587.34
Orny_Adams,3785.52,3785.52
Greg_Giraldo,3982.71,3982.71
Sherrod_Small,4521.56,4521.56
Allan_Havey,5036.35 408303.03 757831.74 423397.35,398642.12
Cynthia_Koury,6186.04,6186.04
T._Sean_Shannon,9814.64,9814.64
Gary_Greenberg,9867.55,9867.55
Shawn_Seymour,9960.57,9960.57
Richard_Spector,11453.53,11453.53
Michael_Britt,11924.49,11924.49
Craig_Figueiredo,12747.81,12747.81
Nicole_Severine,13712.18,13712.18
Nicole_Beatty,14708.85,14708.85
Tom_Papa,16169.6 1302489.91 547057.49,621905.67
Mario_Joyner,16821.97,16821.97
William_Stephenson,19922.43,19922.43
Ángel_Salazar,20431.75 165115.2 134651.2,106732.72
Godfrey,21805.03 109933.5,65869.26
Dom_Irrera,22619.5,22619.5
Brad_Perry,31958.02,31958.02
Garry_Shandling,34451.57 3066863.18,1550657.38
Jimmy_Brogan,38295.56,38295.56
Bill_Cosby,40135.92 3799006.33,1919571.12
Mustafa_Abuelhija,41049.94,41049.94
Manny_Dworman,48163.64,48163.64
Estee_Adoram,49382.89,49382.89
Anat_Barnes,49937.61,49937.61
George_Shapiro,51264.03,51264.03
Rory_Rosegarten,52385.66,52385.66
Diane_Barnett,53256.39,53256.39
Chris_Mazzilli,54136.12,54136.12
Jessica_Seinfeld,55506.25,55506.25
Michie_Mee,58739.98,58739.98
Richard_Miller,65669.76,65669.76
Terry_Dimonte,65934.13,65934.13
Brett_Walkow,68736.94,68736.94
Barry_Katz,70709.34,70709.34
John_Johnson,71186.5,71186.5
Tom_Pecora,91368.24,91368.24
Paul_Schorsch,97538.14,97538.14
Henry_Benavides,102360.99,102360.99
Mark_Magnusson,110755.93,110755.93
Daniel_McKenna,133964.17,133964.17
Michael_Nelson,139066.37,139066.37
Mike_Lacey,153988.56,153988.56
Elizabeth_Clark,163076.73,163076.73
Kevin_Dochtermann,163956.53,163956.53
Christopher_Misiano,177088.25,177088.25
Josh_Radnor,491.52 300230.22,150360.87
Michael_Algieri,8422.73,8422.73
Jakob_Appelman,10305.62,10305.62
Dana_Barron,10399.71,10399.71
Bram_Barouh,12261.07,12261.07
Sunah_Bilsted,12750.4,12750.4
Jimmy_Gary_Jr.,15291.4 1336440.98,675866.19
Marna_Kohn,17069.48,17069.48
Maria_Elena_Ramirez,21086.11,21086.11
Peter_Scanavino,21514.41 110364.09,65939.25
Maryann_Urbano,24171.3 11459.79,17815.54
Fay_Wolf,28528.38,28528.38
Mark_Stanley,389255.9,389255.9
Grigoriy_Dobrygin,524334.19,524334.19
Marek_Oravec,557355.21,557355.21
Jana_Perez,583139.9,583139.9
Carlos_Acosta,751835.95,751835.95
Pawel_Szajda,965834.48,965834.48
Christian_Brassington,1244330.41,1244330.41
Dolya_Gavanski,1261927.79,1261927.79
Diana_Scarwid,165504.97 264876.68 377754.59 16644.54 82256.11,181407.38
Donna_Lynn_Leavy,580434.92,580434.92
Enid_Kent,888348.87,888348.87
Michael_Hennessy,1703058.16,1703058.16
Danika_Hendrickson,2837776.82,2837776.82
Clare_Wren,2839333.52,2839333.52
James_Avery,2925512.27 6214328.38 6120581.67 104376.03,3841199.59
Teri_Polo,1426850.41 178581.36 2128292.52 30108.46,940958.19
Nicole_DeHuff,3795264.03,3795264.03
Phyllis_George,10426694.5,10426694.5
Kali_Rocha,10961701.11 370914.37,5666307.74
Bernie_Sheredy,13371360.11,13371360.11
Peter_Bartlett,23207843.06,23207843.06
John_Elsen,33153937.37 344158.11,16749047.74
Mark_Hammer,35434240.23,35434240.23
Amy_Hohn,39171309.75 5783326.84,22477318.3
William_Severs,43605128.81,43605128.81
John_Fiore,69528048.72,69528048.72
Fran_Perea,86102.27,86102.27
Carolina_Bang,121720.18,121720.18
Carlos_Areces,122579.44,122579.44
Alejandro_Tejerías,259075.72,259075.72
Manuel_Tejada,273081.28,273081.28
Gracia_Olayo,282726.83,282726.83
Sancho_Gracia,498685.57,498685.57
Paco_Sagárzazu,899941.6,899941.6
Sergej_Trifunović,13528.08,13528.08
John_McLaughlin,15609.63,15609.63
Montel_Williams,34093.89,34093.89
Lyubomir_Neikov,37281.59,37281.59
Bashar_Rahal,47698.52,47698.52
Velislav_Pavlov,53954.4,53954.4
Zahary_Baharov,65111.56,65111.56
Andrey_Slabakov,70091.26,70091.26
Itai_Diakov,85131.24,85131.24
Stanimir_Stamatov,88321.04,88321.04
Georgi_Gatzov,104918.23,104918.23
Krassimir_Simeonov,149739.75,149739.75
George_Zlatarev,182345.45,182345.45
Jordan_Peele,18570.66 3645856.82,1832213.74
Tiffany_Haddish,99826.88 1582.68,50704.78
Darrell_Britt-Gibson,163782.24,163782.24
Jason_Mitchell,235536.19,235536.19
Jamar_Malachi_Neighbors,294409.96,294409.96
Madison_Wolfe,472710.0 282647.08 1288004.31,681120.46
Jordyn_A._Davis,473135.2,473135.2
James_Yeargain,476335.8 1298285.4,887310.6
Brittany_Seymour,533530.98,533530.98
Richard_Holden,572893.62,572893.62
Nadiyah_Skyy_Taylor,584624.29,584624.29
Susan_McBrien,690905.02,690905.02
Jenny_Ballard,749814.56,749814.56
Ian_Casselberry,790243.08 20113799.55,10452021.31
Neil_Wells,899771.14,899771.14
David_A._Cole,1028091.32,1028091.32
Reginal_Varice,1248969.18,1248969.18
Nicholas_Hayner,1289112.92,1289112.92
Gino_Galento,1805292.11,1805292.11
Maia_Kavchak,2100733.28,2100733.28
Lee_Canalito,263181.34,263181.34
Armand_Assante,268940.39 31545.24 1913306.16,737930.6
Joyce_Ingalls,924589.95,924589.95
Aimée_Eccles,1041235.86,1041235.86
Chick_Casey,1802343.6,1802343.6
Brent_Musburger,3272055.01 6644194.86,4958124.94
David_Hobbs,4632585.28,4632585.28
Michel_Michelis,7105110.01,7105110.01
Sig_Hansen,7535066.58,7535066.58
Patrick_Walker,15094252.64 40823140.96,27958696.8
John_Mainieri,16489812.43,16489812.43
Brad_Lewis,16806914.73 15404808.15,16105861.44
Teresa_Gallagher,21613700.3,21613700.3
John_Lasseter,24067769.08,24067769.08
Mark_Winterbottom,24560876.76,24560876.76
Fernando_Alonso,24666886.45,24666886.45
Vitaly_Petrov,28539623.06,28539623.06
Jan_Nilsson,29985822.66,29985822.66
Memo_Rojas,30481780.31,30481780.31
Jacques_Villeneuve,34036211.42,34036211.42
Sebastian_Vettel,35256868.63,35256868.63
Chris_Riggi,9495.63,9495.63
Matt_Lanter,134031.18,134031.18
Jenn_Proske,165190.63,165190.63
Bradley_Dodds,781744.94,781744.94
Kelsey_Ford,859753.7,859753.7
Jun_Hee_Lee,1112738.26,1112738.26
Mike_Mayhall,1285488.9 6511.79,646000.34
Krystal_Mayo,1908728.32,1908728.32
Nick_Eversman,3706165.89 96459.54 2353603.02,2052076.15
David_DeLuise,3723017.77 50352.09,1886684.93
Dave_Foley,4127147.01 1098460.7 1141228.34 4932398.07 6776666.36,3615180.1
Crista_Flanagan,4860161.75,4860161.75
Zane_Holtz,5418331.58 3220077.36,4319204.47
Anneliese_van_der_Pol,6076795.41,6076795.41
Charlie_Weber,9111648.98,9111648.98
Michael_Hanson,10139866.03,10139866.03
Marcelle_Baer,13243654.64,13243654.64
Dacre_Montgomery,91196.38,91196.38
Naomi_Scott,386783.8 470746.61 5394024.59,2083851.67
RJ_Cyler,960966.03,960966.03
Becky_G,1076556.37,1076556.37
Ludi_Lin,1138777.71 84789622.85,42964200.28
Anjali_Jay,1673807.95 726192.66,1200000.3
Erica_Cerra,2786114.1 17586023.94 592250.47,6988129.5
Kayden_Magnuson,3413203.65,3413203.65
Jaime_M._Callica,3826859.17 6186898.71,5006878.94
Matt_Shively,6156051.86 2479596.04,4317823.95
Garry_Chalk,8573109.23 2134968.99 442944.78 1339049.06,3122518.02
Lisa_Berry,11628809.83,11628809.83
Morgan_Taylor_Campbell,11688969.37,11688969.37
Clayton_Chitty,11785795.53,11785795.53
Ranjit_Samra,21211894.51,21211894.51
Vinay_Virmani,24198.08,24198.08
Kunal_Nayyar,30462.2 5779965.6,2905213.9
Isabelle_Kaif,30920.86,30920.86
Joel_David_Moore,147837.37 60595.2,104216.29
Chris_Zylka,261105.06,261105.06
Dustin_Milligan,359526.17 55858.27,207692.22
Katharine_McPhee,384767.18 114626.1,249696.64
Donal_Logue,658674.33 3274129.24 9678157.92 2963157.14 426951.05 168166.08,2861539.29
Sinqua_Walls,717458.37,717458.37
Alyssa_Diaz,1492399.14 54435.99,773417.56
Rossano_Brazzi,130005.75 59957.26,94981.51
Kurt_Kasznar,222544.05 285923.71 642689.22,383718.99
Ibrahim_El_Hadish,498378.92,498378.92
Angela_Portaluri,533748.33,533748.33
Sonia_Moser,715582.48,715582.48
Stuart_Lafferty,1152518.42,1152518.42
Matt_O'Leary,1197602.88 3514627.58 284981.94,1665737.47
Hector_Atreyu_Ruiz,1358601.43 16530.72,687566.07
Kanin_Howell,1612911.78,1612911.78
Freddy_Bouciegues,1921513.6,1921513.6
Monica_Bellucci,2236646.16 8379595.79 653750.11,3756664.02
Ethan_Peck,6271145.12,6271145.12
Alice_Krige,6717108.54 228278.89 1137875.13 78021.25,2040320.95
Jake_Cherry,24897674.26,24897674.26
James_A._Stephens,26585918.31,26585918.31
Gregory_Woo,31226486.1,31226486.1
Ian_Alda,53863192.4,53863192.4
Katie_Featherston,6931473.67 6891707.76 11332338.39 474869.29,6407597.28
Micah_Sloat,11019075.33,11019075.33
Mark_Fredrichs,43451410.32,43451410.32
Amber_Armstrong,61073694.27,61073694.27
Ashley_Palmer,70880146.4,70880146.4
Kat_Dennings,277769.93 18248813.44,9263291.69
Mindy_Kaling,284136.32 381832.91 2299141.02 10087522.97,3263158.31
Shelley_Malil,295032.52,295032.52
Jordan_Masterson,350825.94,350825.94
Chelsea_Smith,357432.68,357432.68
Marika_Dominczyk,473804.59,473804.59
Kimberly_Page,761009.26,761009.26
Siena_Goines,764065.4,764065.4
Jeff_Kahn,823757.29 511933.14,667845.22
Nick_Lashaway,947539.48 574556.33,761047.91
Loren_Berman,978823.37,978823.37
Miki_Mia,987127.39,987127.39
Jazzmun,1024086.93,1024086.93
Shannon_Bradley,1031828.32,1031828.32
Hilary_Shepard,1505903.63,1505903.63
Barret_Swatek,1653039.57,1653039.57
Michael_Bierman,1722559.25,1722559.25
Marisa_Guterman,1735077.73,1735077.73
Ron_Marasco,1863234.98,1863234.98
Kate_Luyben,1896513.94 3984216.21,2940365.08
Brooke_Hamlin,2094737.28,2094737.28
Miyoko_Shimosawa,2194227.19,2194227.19
Brandon_Killham,2457543.3,2457543.3
Nicole_Randall_Johnson,2501565.87,2501565.87
Jenna_Fischer,2948689.51 4351.3,1476520.4
Stephanie_Lemelin,3029065.85,3029065.85
Jamie_Elle_Mann,3110912.79,3110912.79
Leah_McCormick,3128465.06,3128465.06
Samantha_J._Reese,3206455.22,3206455.22
Brittney_Skye,3277237.52,3277237.52
Phyllis_Smith,3557764.93,3557764.93
Christopher_T._Wood,4800706.52,4800706.52
Wyatt_Smith,5109356.45 774575.18,2941965.81
Kira_Turnage,6778562.45,6778562.45
Penny_Vital,7212742.26,7212742.26
Christa_Nicole_Wells,7503755.77,7503755.77
Christine_Horne,15326.22,15326.22
Cole_Hauser,28772.81 4473029.55 3075603.41 733387.74 83563.97 4760369.0,2192454.41
Mark_Rydell,24271.08,24271.08
Kim_Greist,29639.63 103694.35 456804.28,196712.75
Pam_Matteson,93423.7,93423.7
George_McGrath,112719.92,112719.92
Barry_Neikrug,133243.7,133243.7
Joycee_Katz,168496.68,168496.68
Mac_Robbins,169317.43,169317.43
Max_Alexander,170654.62,170654.62
Paul_Kozlowski,173211.22,173211.22
Marty_Pollio,218190.31,218190.31
Katie_Rich,260317.94,260317.94
Casey_Sander,285669.04 1293149.62,789409.33
Michael_Pollock,293172.83,293172.83
Wanda_Balay,327424.82,327424.82
Tiffany_Terry,327812.65,327812.65
Christiane_Eden,328595.5,328595.5
Renna_Bogdanowicz,370794.97,370794.97
Susan_Michael,409578.71,409578.71
Kimberly_L._Ryusaki,418027.1,418027.1
Consuela_Nance,450830.14,450830.14
Barbara_Collier,530499.5,530499.5
Darunee_Doa_Hale,543265.63,543265.63
Andrea_Adams,550318.87,550318.87
Marcy_Del_Campos,550385.53,550385.53
Candace_Cameron_Bure,621754.69,621754.69
Laura_Jacoby,625380.97,625380.97
Bianca_Rose,677422.7,677422.7
Ron_Ulstad,703158.38,703158.38
Howard_Weller,714739.92,714739.92
Richard_Parker,729508.09,729508.09
Andrew_Parker,915030.33,915030.33
Randy_Fechter,980156.98,980156.98
Angela_Bennett,1013712.49,1013712.49
Bob_Zmuda,1108721.05,1108721.05
Mark_Eric_Charbonneau,1234725.4,1234725.4
John_Kirby,1481904.02,1481904.02
Tyler_Hilton,852789.72,852789.72
Johnathan_Rice,879930.34,879930.34
Shooter_Jennings,900389.73,900389.73
Waylon_Payne,916103.44,916103.44
Dan_John_Miller,1140537.29,1140537.29
Larry_Bagby,1220394.27,1220394.27
Dan_Beene,1523284.54 2224700.68,1873992.61
Lucas_Till,1599013.05 6479219.42 1258399.41,3112210.63
Victoria_Hester,1785259.55,1785259.55
Hailey_Anne_Nelson,2345333.86,2345333.86
Shelby_Lynne,2470160.68,2470160.68
Clay_Steakley,2512839.3,2512839.3
Ridge_Canipe,2548902.77,2548902.77
Kerris_Dorsey,2706077.26,2706077.26
Deborah_Rawlings,2737093.48,2737093.48
James_DeForest_Parker,2769653.03,2769653.03
James_Keach,2879246.91,2879246.91
Rhoda_Griffis,3071987.91 5805920.87 4821601.45 5544034.76 10760839.63 4434616.89,5739833.58
Jeff_Bailey,3801167.12,3801167.12
Tim_Ware,4377220.41 84732.42,2230976.42
Dolan_Wilson,4806278.54,4806278.54
Clare_Grant,4998694.6 1717087.58 7295296.78,4670359.65
Glenda_Pannell,5449337.73,5449337.73
Amy_Lavere,5570607.51 1445204.43,3507905.97
John_Carter_Cash,6230839.7,6230839.7
Aaron_Covington,6391625.22,6391625.22
Geoff_Falk,6977782.12,6977782.12
Jan_Falk,7403263.93,7403263.93
Marc_Farley,7997682.77,7997682.77
Cody_Hanford,8061478.17,8061478.17
Donald_Meyers,8140103.86,8140103.86
Mike_Montgomery,8747651.86,8747651.86
Brit_Shaw,8786919.29,8786919.29
Ben_Taylor,12916856.05,12916856.05
Frank_Hoyt_Taylor,16066491.95 2542162.85 5650028.4,8086227.73
Guillaume_Canet,180482.22,180482.22
Stephanie_Romanov,409366.86,409366.86
Justine_Cotsonas,476668.79,476668.79
Stephen_Mailer,547272.53 112555.72 3604877.12,1421568.46
Rae_Ritke,641858.34,641858.34
Chriselle_Almeida,718773.42,718773.42
Zach_Poole,774162.45,774162.45
Jon_Norman_Schneider,2530733.68,2530733.68
Nick_Searcy,3146996.37 243937.77,1695467.07
Stanley_Anderson,4589068.43 70029.74 1797489.14,2152195.77
Capucine,248615.94 72859.74,160737.84
Ted_Wass,338010.78,338010.78
Geoffrey_Edwards,1362636.98,1362636.98
Rider_Strong,322361.18 92708.18,207534.68
Cerina_Vincent,1022259.1 56056.17,539157.64
Giuseppe_Andrews,1535211.23 141134.91,838173.07
Richard_Fullerton,1643062.09,1643062.09
Hal_Courtney,2092448.66,2092448.66
Eli_Roth,3066188.76 55.47,1533122.11
Robert_Harris,3698266.87,3698266.87
Matthew_Helms,9996897.04,9996897.04
Helen_Hunt,48966.4 306.5 23705.1 666497.7 459090.64,239713.27
Annika_Marks,126792.03,126792.03
W._Earl_Brown,168794.03 407064.22 1664597.04 3535297.54,1443938.21
Adam_Arkin,248483.78 143312.87,195898.33
Robin_Weigert,251006.33 355479.35,303242.84
Rusty_Schwimmer,423468.32 575017.18 6456941.72,2485142.41
Jennifer_Kumiyama,673803.85,673803.85
Tobias_Forrest,754184.32,754184.32
Jarrod_Bailey,755665.95,755665.95
Daniel_Quinn,1098464.61,1098464.61
B.J._Clinkscales,1120489.7,1120489.7
Rhea_Perlman,1318202.6 24606.24 646778.43,663195.76
